stage,group,cell_id,episode_id,seed,opponent,config_json,starting_money,final_money,profit,revenue_total,cost_seed,cost_hire,cost_land,cost_animal,cost_buy_wheat,cost_buy_fertilizer,cost_other,harvest_units_json,animal_units_json,animals_placed,animals_escaped,hands_hired_events,land_quadrants_end,productive_action_rate,movement_fraction,market_action_fraction,win,money_margin,validation_overall,inventory_overflow_flag
C,c2_labor_x_crop,lxc_STRAWBERRY_2h,lxc_STRAWBERRY_2h_seed101105,101105,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 2}",3000.0,19695.0,16695.0,22255.0,5500,60,0,0,0,0,0,"{""STRAWBERRY"": 120}",{},0,0,60,1,0.9047,0.4905,0.0586,1,16695.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_2h,lxc_STRAWBERRY_2h_seed101106,101106,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 2}",3000.0,12041.0,9041.0,14601.0,5500,60,0,0,0,0,0,"{""STRAWBERRY"": 120}",{},0,0,60,1,0.9047,0.4905,0.0586,1,9041.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_2h,lxc_STRAWBERRY_2h_seed101107,101107,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 2}",3000.0,15463.0,12463.0,18023.0,5500,60,0,0,0,0,0,"{""STRAWBERRY"": 120}",{},0,0,60,1,0.9047,0.4905,0.0586,1,12463.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_4h,lxc_STRAWBERRY_4h_seed101100,101100,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 4}",3000.0,9069.0,6069.0,11379.0,5100,210,0,0,0,0,0,"{""STRAWBERRY"": 136}",{},0,0,120,1,0.7132,0.4407,0.0532,1,6069.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_4h,lxc_STRAWBERRY_4h_seed101101,101101,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 4}",3000.0,10644.0,7644.0,12954.0,5100,210,0,0,0,0,0,"{""STRAWBERRY"": 136}",{},0,0,120,1,0.7132,0.4407,0.0532,1,7644.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_4h,lxc_STRAWBERRY_4h_seed101102,101102,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 4}",3000.0,17758.0,14758.0,20068.0,5100,210,0,0,0,0,0,"{""STRAWBERRY"": 136}",{},0,0,120,1,0.7132,0.4407,0.0532,1,14758.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_4h,lxc_STRAWBERRY_4h_seed101103,101103,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 4}",3000.0,22704.0,19704.0,25014.0,5100,210,0,0,0,0,0,"{""STRAWBERRY"": 136}",{},0,0,120,1,0.7132,0.4407,0.0532,1,19704.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_4h,lxc_STRAWBERRY_4h_seed101104,101104,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 4}",3000.0,18904.0,15904.0,21214.0,5100,210,0,0,0,0,0,"{""STRAWBERRY"": 136}",{},0,0,120,1,0.7132,0.4407,0.0532,1,15904.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_4h,lxc_STRAWBERRY_4h_seed101105,101105,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 4}",3000.0,22955.0,19955.0,25265.0,5100,210,0,0,0,0,0,"{""STRAWBERRY"": 136}",{},0,0,120,1,0.7132,0.4407,0.0532,1,19955.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_4h,lxc_STRAWBERRY_4h_seed101106,101106,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 4}",3000.0,14103.0,11103.0,16413.0,5100,210,0,0,0,0,0,"{""STRAWBERRY"": 136}",{},0,0,120,1,0.7132,0.4407,0.0532,1,11103.0,PASS,0
C,c2_labor_x_crop,lxc_STRAWBERRY_4h,lxc_STRAWBERRY_4h_seed101107,101107,pass,"{""crops"": ""STRAWBERRY"", ""n_hands"": 4}",3000.0,18060.0,15060.0,20370.0,5100,210,0,0,0,0,0,"{""STRAWBERRY"": 136}",{},0,0,120,1,0.7132,0.4407,0.0532,1,15060.0,PASS,0
